title,city_ascii,state_name,ideology,year,city,state_id,lat,lon
Great Millstone,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Great Millstone,Honolulu,Hawaii,Black Nationalist,2018,Honolulu,HI,21.3294,-157.846
Great Millstone,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
Great Millstone,Indianapolis,Indiana,Black Nationalist,2018,Indianapolis,IN,39.7771,-86.1458
Great Millstone,Des Moines,Iowa,Black Nationalist,2018,Des Moines,IA,41.5725,-93.6104
Great Millstone,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
Great Millstone,Detroit,Michigan,Black Nationalist,2018,Detroit,MI,42.3834,-83.1024
Great Millstone,New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
Great Millstone,Charlotte,North Carolina,Black Nationalist,2018,Charlotte,NC,35.2079,-80.8303
Great Millstone,Cleveland,Ohio,Black Nationalist,2018,Cleveland,OH,41.4767,-81.6805
Great Millstone,Memphis,Tennessee,Black Nationalist,2018,Memphis,TN,35.1047,-89.9773
Great Millstone,Dallas,Texas,Black Nationalist,2018,Dallas,TX,32.7937,-96.7662
Great Millstone,San Antonio,Texas,Black Nationalist,2018,San Antonio,TX,29.4722,-98.5247
Great Millstone,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
House of David,Brooklyn,New York,Black Nationalist,2018,Brooklyn,NY,40.6501,-73.9496
House of Israel,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
House of Israel,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
House of Israel,New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
International Society of Indigenous Sovereigns,New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
Israel United In Christ,Center Point,Alabama,Black Nationalist,2018,Center Point,AL,33.6447,-86.6851
Israel United In Christ,Mobile,Alabama,Black Nationalist,2018,Mobile,AL,30.6783,-88.1162
Israel United In Christ,Phoenix,Arizona,Black Nationalist,2018,Phoenix,AZ,33.5722,-112.0891
Israel United In Christ,Los Angeles,California,Black Nationalist,2018,Los Angeles,CA,34.1139,-118.4068
Israel United In Christ,Denver,Colorado,Black Nationalist,2018,Denver,CO,39.7621,-104.8759
Israel United In Christ,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
Israel United In Christ,Orlando,Florida,Black Nationalist,2018,Orlando,FL,28.4788,-81.342
Israel United In Christ,Tallahassee,Florida,Black Nationalist,2018,Tallahassee,FL,30.455,-84.2526
Israel United In Christ,Miami,Florida,Black Nationalist,2018,Miami,FL,25.784,-80.2102
Israel United In Christ,Jacksonville,Florida,Black Nationalist,2018,Jacksonville,FL,30.3322,-81.6749
Israel United In Christ,Savannah,Georgia,Black Nationalist,2018,Savannah,GA,32.0282,-81.1786
Israel United In Christ,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Israel United In Christ,Honolulu,Hawaii,Black Nationalist,2018,Honolulu,HI,21.3294,-157.846
Israel United In Christ,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
Israel United In Christ,Kansas City,Kansas,Black Nationalist,2018,Kansas City,KS,39.1234,-94.7443
Israel United In Christ,Louisville,Kentucky,Black Nationalist,2018,Louisville,KY,38.1662,-85.6488
Israel United In Christ,Lafayette,Louisiana,Black Nationalist,2018,Lafayette,LA,30.2083,-92.0322
Israel United In Christ,New Orleans,Louisiana,Black Nationalist,2018,New Orleans,LA,30.0687,-89.9288
Israel United In Christ,Boston,Massachusetts,Black Nationalist,2018,Boston,MA,42.3188,-71.0846
Israel United In Christ,Detroit,Michigan,Black Nationalist,2018,Detroit,MI,42.3834,-83.1024
Israel United In Christ,Jackson,Mississippi,Black Nationalist,2018,Jackson,MS,32.3163,-90.2124
Israel United In Christ,Mount Vernon,New York,Black Nationalist,2018,Mount Vernon,NY,40.9136,-73.8291
Israel United In Christ,Rochester,New York,Black Nationalist,2018,Rochester,NY,43.168,-77.6162
Israel United In Christ,Newark,New Jersey,Black Nationalist,2018,Newark,NJ,40.7245,-74.1725
Israel United In Christ,Concord,North Carolina,Black Nationalist,2018,Concord,NC,35.3933,-80.636
Israel United In Christ,Las Vegas,Nevada,Black Nationalist,2018,Las Vegas,NV,36.2291,-115.2607
Israel United In Christ,Heath,Ohio,Black Nationalist,2018,Heath,OH,40.0241,-82.4412
Israel United In Christ,Oklahoma City,Oklahoma,Black Nationalist,2018,Oklahoma City,OK,35.4676,-97.5136
Israel United In Christ,Tulsa,Oklahoma,Black Nationalist,2018,Tulsa,OK,36.1284,-95.9042
Israel United In Christ,Pittsburgh,Pennsylvania,Black Nationalist,2018,Pittsburgh,PA,40.4396,-79.9763
Israel United In Christ,Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
Israel United In Christ,Columbia,South Carolina,Black Nationalist,2018,Columbia,SC,34.037,-80.9042
Israel United In Christ,Memphis,Tennessee,Black Nationalist,2018,Memphis,TN,35.1047,-89.9773
Israel United In Christ,Nashville,Tennessee,Black Nationalist,2018,Nashville,TN,36.1714,-86.7844
Israel United In Christ,Corpus Christi,Texas,Black Nationalist,2018,Corpus Christi,TX,27.7173,-97.3822
Israel United In Christ,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
Israel United In Christ,San Antonio,Texas,Black Nationalist,2018,San Antonio,TX,29.4722,-98.5247
Israel United In Christ,Austin,Texas,Black Nationalist,2018,Austin,TX,30.3006,-97.7517
Israel United In Christ,Dallas,Texas,Black Nationalist,2018,Dallas,TX,32.7937,-96.7662
Israel United In Christ,Hampton,Virginia,Black Nationalist,2018,Hampton,VA,37.0551,-76.3629
Israel United In Christ,Seattle,Washington,Black Nationalist,2018,Seattle,WA,47.6211,-122.3244
"Israelite Church of God in Jesus Christ, The",West Palm Beach,Florida,Black Nationalist,2018,West Palm Beach,FL,26.7467,-80.1314
"Israelite Church of God in Jesus Christ, The",Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
"Israelite Church of God in Jesus Christ, The",Greensboro,North Carolina,Black Nationalist,2018,Greensboro,NC,36.0956,-79.8269
"Israelite Church of God in Jesus Christ, The",New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
"Israelite Church of God in Jesus Christ, The",Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
"Israelite Church of God in Jesus Christ, The",Pittsburgh,Pennsylvania,Black Nationalist,2018,Pittsburgh,PA,40.4396,-79.9763
Israelite School of Universal Practical Knowledge,Los Angeles,California,Black Nationalist,2018,Los Angeles,CA,34.1139,-118.4068
Israelite School of Universal Practical Knowledge,Oakland,California,Black Nationalist,2018,Oakland,CA,37.7903,-122.2165
Israelite School of Universal Practical Knowledge,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
Israelite School of Universal Practical Knowledge,Jacksonville,Florida,Black Nationalist,2018,Jacksonville,FL,30.3322,-81.6749
Israelite School of Universal Practical Knowledge,Tampa,Florida,Black Nationalist,2018,Tampa,FL,27.9937,-82.4454
Israelite School of Universal Practical Knowledge,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Israelite School of Universal Practical Knowledge,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
Israelite School of Universal Practical Knowledge,Indianapolis,Indiana,Black Nationalist,2018,Indianapolis,IN,39.7771,-86.1458
Israelite School of Universal Practical Knowledge,Louisville,Kentucky,Black Nationalist,2018,Louisville,KY,38.1662,-85.6488
Israelite School of Universal Practical Knowledge,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
Israelite School of Universal Practical Knowledge,Lynn,Massachusetts,Black Nationalist,2018,Lynn,MA,42.4779,-70.9663
Israelite School of Universal Practical Knowledge,Detroit,Michigan,Black Nationalist,2018,Detroit,MI,42.3834,-83.1024
Israelite School of Universal Practical Knowledge,Minneapolis,Minnesota,Black Nationalist,2018,Minneapolis,MN,44.9635,-93.2678
Israelite School of Universal Practical Knowledge,Kansas City,Missouri,Black Nationalist,2018,Kansas City,MO,39.1239,-94.5541
Israelite School of Universal Practical Knowledge,New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
Israelite School of Universal Practical Knowledge,Syracuse,New York,Black Nationalist,2018,Syracuse,NY,43.0409,-76.1438
Israelite School of Universal Practical Knowledge,Greensboro,North Carolina,Black Nationalist,2018,Greensboro,NC,36.0956,-79.8269
Israelite School of Universal Practical Knowledge,Winston-Salem,North Carolina,Black Nationalist,2018,Winston-Salem,NC,36.1029,-80.261
Israelite School of Universal Practical Knowledge,Durham,North Carolina,Black Nationalist,2018,Durham,NC,35.9797,-78.9037
Israelite School of Universal Practical Knowledge,Greenville,North Carolina,Black Nationalist,2018,Greenville,NC,35.5957,-77.3764
Israelite School of Universal Practical Knowledge,Fayetteville,North Carolina,Black Nationalist,2018,Fayetteville,NC,35.0846,-78.9776
Israelite School of Universal Practical Knowledge,Wilmington,North Carolina,Black Nationalist,2018,Wilmington,NC,34.21,-77.886
Israelite School of Universal Practical Knowledge,Charlotte,North Carolina,Black Nationalist,2018,Charlotte,NC,35.2079,-80.8303
Israelite School of Universal Practical Knowledge,Cincinnati,Ohio,Black Nationalist,2018,Cincinnati,OH,39.1412,-84.5059
Israelite School of Universal Practical Knowledge,Oklahoma City,Oklahoma,Black Nationalist,2018,Oklahoma City,OK,35.4676,-97.5136
Israelite School of Universal Practical Knowledge,Portland,Oregon,Black Nationalist,2018,Portland,OR,45.5372,-122.65
Israelite School of Universal Practical Knowledge,Upper Darby,Pennsylvania,Black Nationalist,2018,Upper Darby,PA,39.9284,-75.2738
Israelite School of Universal Practical Knowledge,Greenville,South Carolina,Black Nationalist,2018,Greenville,SC,34.8363,-82.365
Israelite School of Universal Practical Knowledge,Charleston,South Carolina,Black Nationalist,2018,Charleston,SC,32.8137,-79.9643
Israelite School of Universal Practical Knowledge,Nashville,Tennessee,Black Nationalist,2018,Nashville,TN,36.1714,-86.7844
Israelite School of Universal Practical Knowledge,Fort Worth,Texas,Black Nationalist,2018,Fort Worth,TX,32.7814,-97.3473
Israelite School of Universal Practical Knowledge,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
Israelite School of Universal Practical Knowledge,Richmond,Virginia,Black Nationalist,2018,Richmond,VA,37.5295,-77.4756
Israelite the Branches,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
Israelites Saints of Christ,Huntsville,Alabama,Black Nationalist,2018,Huntsville,AL,34.6989,-86.6414
Israelites Saints of Christ,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
Israelites Saints of Christ,Savannah,Georgia,Black Nationalist,2018,Savannah,GA,32.0282,-81.1786
Israelites Saints of Christ,Richmond,Virginia,Black Nationalist,2018,Richmond,VA,37.5295,-77.4756
Lion of Judah - Jeshurun Lions,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
Lions of Israel,Mount Vernon,New York,Black Nationalist,2018,Mount Vernon,NY,40.9136,-73.8291
Luxor Couture,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Masharah Yasharahla - Government of Israel,Raleigh,North Carolina,Black Nationalist,2018,Raleigh,NC,35.8323,-78.6439
Mountains of Israel,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
Nation of Islam,Birmingham,Alabama,Black Nationalist,2018,Birmingham,AL,33.5276,-86.7988
Nation of Islam,Montgomery,Alabama,Black Nationalist,2018,Montgomery,AL,32.347,-86.2663
Nation of Islam,Mobile,Alabama,Black Nationalist,2018,Mobile,AL,30.6783,-88.1162
Nation of Islam,Tucson,Arizona,Black Nationalist,2018,Tucson,AZ,32.1546,-110.8782
Nation of Islam,North Little Rock,Arkansas,Black Nationalist,2018,North Little Rock,AR,34.7814,-92.2378
Nation of Islam,Phoenix,Arizona,Black Nationalist,2018,Phoenix,AZ,33.5722,-112.0891
Nation of Islam,Rialto,California,Black Nationalist,2018,Rialto,CA,34.1128,-117.3885
Nation of Islam,San Diego,California,Black Nationalist,2018,San Diego,CA,32.8312,-117.1226
Nation of Islam,Oakland,California,Black Nationalist,2018,Oakland,CA,37.7903,-122.2165
Nation of Islam,Los Angeles,California,Black Nationalist,2018,Los Angeles,CA,34.1139,-118.4068
Nation of Islam,Compton,California,Black Nationalist,2018,Compton,CA,33.893,-118.2275
Nation of Islam,Denver,Colorado,Black Nationalist,2018,Denver,CO,39.7621,-104.8759
Nation of Islam,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
Nation of Islam,Wilmington,Delaware,Black Nationalist,2018,Wilmington,DE,39.7415,-75.5413
Nation of Islam,Tampa,Florida,Black Nationalist,2018,Tampa,FL,27.9937,-82.4454
Nation of Islam,Saint Petersburg,Florida,Black Nationalist,2018,Saint Petersburg,FL,27.793,-82.6652
Nation of Islam,Pensacola,Florida,Black Nationalist,2018,Pensacola,FL,30.4427,-87.1886
Nation of Islam,Miami,Florida,Black Nationalist,2018,Miami,FL,25.784,-80.2102
Nation of Islam,Jacksonville,Florida,Black Nationalist,2018,Jacksonville,FL,30.3322,-81.6749
Nation of Islam,Fort Lauderdale,Florida,Black Nationalist,2018,Fort Lauderdale,FL,26.1412,-80.1464
Nation of Islam,Orlando,Florida,Black Nationalist,2018,Orlando,FL,28.4788,-81.342
Nation of Islam,Augusta,Georgia,Black Nationalist,2018,Augusta,GA,33.3645,-82.0708
Nation of Islam,Brunswick,Georgia,Black Nationalist,2018,Brunswick,GA,31.145,-81.474
Nation of Islam,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Nation of Islam,Rockford,Illinois,Black Nationalist,2018,Rockford,IL,42.2598,-89.0641
Nation of Islam,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
Nation of Islam,Indianapolis,Indiana,Black Nationalist,2018,Indianapolis,IN,39.7771,-86.1458
Nation of Islam,Louisville,Kentucky,Black Nationalist,2018,Louisville,KY,38.1662,-85.6488
Nation of Islam,Lexington,Kentucky,Black Nationalist,2018,Lexington,KY,38.0423,-84.4587
Nation of Islam,Shreveport,Louisiana,Black Nationalist,2018,Shreveport,LA,32.4659,-93.7959
Nation of Islam,Baton Rouge,Louisiana,Black Nationalist,2018,Baton Rouge,LA,30.4423,-91.1314
Nation of Islam,New Orleans,Louisiana,Black Nationalist,2018,New Orleans,LA,30.0687,-89.9288
Nation of Islam,Monroe,Louisiana,Black Nationalist,2018,Monroe,LA,32.5184,-92.0774
Nation of Islam,Springfield,Massachusetts,Black Nationalist,2018,Springfield,MA,42.1155,-72.5395
Nation of Islam,Detroit,Michigan,Black Nationalist,2018,Detroit,MI,42.3834,-83.1024
Nation of Islam,Grand Rapids,Michigan,Black Nationalist,2018,Grand Rapids,MI,42.9615,-85.6557
Nation of Islam,Kansas City,Missouri,Black Nationalist,2018,Kansas City,MO,39.1239,-94.5541
Nation of Islam,Winston-Salem,North Carolina,Black Nationalist,2018,Winston-Salem,NC,36.1029,-80.261
Nation of Islam,Wilmington,North Carolina,Black Nationalist,2018,Wilmington,NC,34.21,-77.886
Nation of Islam,Greensboro,North Carolina,Black Nationalist,2018,Greensboro,NC,36.0956,-79.8269
Nation of Islam,Durham,North Carolina,Black Nationalist,2018,Durham,NC,35.9797,-78.9037
Nation of Islam,Charlotte,North Carolina,Black Nationalist,2018,Charlotte,NC,35.2079,-80.8303
Nation of Islam,Buffalo,New York,Black Nationalist,2018,Buffalo,NY,42.9017,-78.8487
Nation of Islam,Willingboro,New Jersey,Black Nationalist,2018,Willingboro,NJ,40.0279,-74.8691
Nation of Islam,Trenton,New Jersey,Black Nationalist,2018,Trenton,NJ,40.2237,-74.764
Nation of Islam,Plainfield,New Jersey,Black Nationalist,2018,Plainfield,NJ,40.6154,-74.4157
Nation of Islam,Newark,New Jersey,Black Nationalist,2018,Newark,NJ,40.7245,-74.1725
Nation of Islam,Camden,New Jersey,Black Nationalist,2018,Camden,NJ,39.9361,-75.1073
Nation of Islam,New York,New York,Black Nationalist,2018,New York,NY,40.6943,-73.9249
Nation of Islam,Rochester,New York,Black Nationalist,2018,Rochester,NY,43.168,-77.6162
Nation of Islam,Brooklyn,New York,Black Nationalist,2018,Brooklyn,NY,40.6501,-73.9496
Nation of Islam,Toledo,Ohio,Black Nationalist,2018,Toledo,OH,41.6639,-83.5822
Nation of Islam,Cleveland,Ohio,Black Nationalist,2018,Cleveland,OH,41.4767,-81.6805
Nation of Islam,Akron,Ohio,Black Nationalist,2018,Akron,OH,41.0802,-81.5219
Nation of Islam,Dayton,Ohio,Black Nationalist,2018,Dayton,OH,39.7797,-84.1998
Nation of Islam,Dayton,Ohio,Black Nationalist,2018,Dayton,OH,39.7797,-84.1998
Nation of Islam,Tulsa,Oklahoma,Black Nationalist,2018,Tulsa,OK,36.1284,-95.9042
Nation of Islam,Oklahoma City,Oklahoma,Black Nationalist,2018,Oklahoma City,OK,35.4676,-97.5136
Nation of Islam,Pittsburgh,Pennsylvania,Black Nationalist,2018,Pittsburgh,PA,40.4396,-79.9763
Nation of Islam,Wilkinsburg,Pennsylvania,Black Nationalist,2018,Wilkinsburg,PA,40.4442,-79.8733
Nation of Islam,Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
Nation of Islam,Columbia,South Carolina,Black Nationalist,2018,Columbia,SC,34.037,-80.9042
Nation of Islam,Greenville,South Carolina,Black Nationalist,2018,Greenville,SC,34.8363,-82.365
Nation of Islam,North Charleston,South Carolina,Black Nationalist,2018,North Charleston,SC,32.9086,-80.0705
Nation of Islam,San Antonio,Texas,Black Nationalist,2018,San Antonio,TX,29.4722,-98.5247
Nation of Islam,Fort Worth,Texas,Black Nationalist,2018,Fort Worth,TX,32.7814,-97.3473
Nation of Islam,Austin,Texas,Black Nationalist,2018,Austin,TX,30.3006,-97.7517
Nation of Islam,Memphis,Tennessee,Black Nationalist,2018,Memphis,TN,35.1047,-89.9773
Nation of Islam,Chattanooga,Tennessee,Black Nationalist,2018,Chattanooga,TN,35.0657,-85.2488
Nation of Islam,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
Nation of Islam,Dallas,Texas,Black Nationalist,2018,Dallas,TX,32.7937,-96.7662
Nation of Islam,Norfolk,Virginia,Black Nationalist,2018,Norfolk,VA,36.8945,-76.259
Nation of Islam,Richmond,Virginia,Black Nationalist,2018,Richmond,VA,37.5295,-77.4756
Nation of Islam,Milwaukee,Wisconsin,Black Nationalist,2018,Milwaukee,WI,43.064,-87.9669
Nation of Kings and Priests,Orlando,Florida,Black Nationalist,2018,Orlando,FL,28.4788,-81.342
New Black Panther Party,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
New Black Panther Party,Baton Rouge,Louisiana,Black Nationalist,2018,Baton Rouge,LA,30.4423,-91.1314
New Black Panther Party,Shreveport,Louisiana,Black Nationalist,2018,Shreveport,LA,32.4659,-93.7959
New Black Panther Party,New Orleans,Louisiana,Black Nationalist,2018,New Orleans,LA,30.0687,-89.9288
New Black Panther Party,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
New Black Panther Party for Self Defense,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
New Black Panther Party for Self Defense,Jacksonville,Florida,Black Nationalist,2018,Jacksonville,FL,30.3322,-81.6749
New Black Panther Party for Self Defense,Tallahassee,Florida,Black Nationalist,2018,Tallahassee,FL,30.455,-84.2526
New Black Panther Party for Self Defense,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
New Black Panther Party for Self Defense,Tupelo,Mississippi,Black Nationalist,2018,Tupelo,MS,34.2691,-88.7318
New Black Panther Party for Self Defense,Memphis,Tennessee,Black Nationalist,2018,Memphis,TN,35.1047,-89.9773
New Black Panther Party for Self Defense,Houston,Texas,Black Nationalist,2018,Houston,TX,29.7868,-95.3905
New Black Panther Party for Self Defense,Seattle,Washington,Black Nationalist,2018,Seattle,WA,47.6211,-122.3244
Northern Kingdom Prophets,Pueblo,Colorado,Black Nationalist,2018,Pueblo,CO,38.2701,-104.6131
OneBody in Yahawashi,Dallas,Texas,Black Nationalist,2018,Dallas,TX,32.7937,-96.7662
Revolutionary Black Panther Party,Hope,Arkansas,Black Nationalist,2018,Hope,AR,33.6682,-93.5895
Revolutionary Black Panther Party,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
Revolutionary Black Panther Party,Flint,Michigan,Black Nationalist,2018,Flint,MI,43.0236,-83.6922
Revolutionary Black Panther Party,Raleigh,North Carolina,Black Nationalist,2018,Raleigh,NC,35.8323,-78.6439
Revolutionary Black Panther Party,Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
Sicarii 1715,San Bernardino,California,Black Nationalist,2018,San Bernardino,CA,34.1412,-117.2936
Sicarii 1715,San Diego,California,Black Nationalist,2018,San Diego,CA,32.8312,-117.1226
Sicarii 1715,Orlando,Florida,Black Nationalist,2018,Orlando,FL,28.4788,-81.342
Sicarii 1715,Atlanta,Georgia,Black Nationalist,2018,Atlanta,GA,33.7626,-84.4228
Sicarii 1715,Dallas,Texas,Black Nationalist,2018,Dallas,TX,32.7937,-96.7662
Sicarii 1715,Seattle,Washington,Black Nationalist,2018,Seattle,WA,47.6211,-122.3244
The United Nuwaupians Worldwide/All Eyes on Egipt,Hartford,Connecticut,Black Nationalist,2018,Hartford,CT,41.7661,-72.6834
The United Nuwaupians Worldwide/All Eyes on Egipt,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
The United Nuwaupians Worldwide/All Eyes on Egipt,Athens,Georgia,Black Nationalist,2018,Athens,GA,33.9508,-83.3689
The United Nuwaupians Worldwide/All Eyes on Egipt,Lithonia,Georgia,Black Nationalist,2018,Lithonia,GA,33.7128,-84.106
The United Nuwaupians Worldwide/All Eyes on Egipt,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
The United Nuwaupians Worldwide/All Eyes on Egipt,Detroit,Michigan,Black Nationalist,2018,Detroit,MI,42.3834,-83.1024
The United Nuwaupians Worldwide/All Eyes on Egipt,Jersey City,New Jersey,Black Nationalist,2018,Jersey City,NJ,40.7161,-74.0682
The United Nuwaupians Worldwide/All Eyes on Egipt,Newark,New Jersey,Black Nationalist,2018,Newark,NJ,40.7245,-74.1725
The United Nuwaupians Worldwide/All Eyes on Egipt,Charlotte,North Carolina,Black Nationalist,2018,Charlotte,NC,35.2079,-80.8303
The United Nuwaupians Worldwide/All Eyes on Egipt,Brooklyn,New York,Black Nationalist,2018,Brooklyn,NY,40.6501,-73.9496
The United Nuwaupians Worldwide/All Eyes on Egipt,Cleveland,Ohio,Black Nationalist,2018,Cleveland,OH,41.4767,-81.6805
The United Nuwaupians Worldwide/All Eyes on Egipt,Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
True Nation Israelite Congregation,Los Angeles,California,Black Nationalist,2018,Los Angeles,CA,34.1139,-118.4068
Trumpet in Philly,Philadelphia,Pennsylvania,Black Nationalist,2018,Philadelphia,PA,40.0076,-75.134
United Kingdom of Israel Congregation,Chicago,Illinois,Black Nationalist,2018,Chicago,IL,41.8373,-87.6861
United Kingdom of Israel Congregation,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
United Kingdom of Israel Congregation,Hampton,Virginia,Black Nationalist,2018,Hampton,VA,37.0551,-76.3629
War On The Horizon,Washington,District of Columbia,Black Nationalist,2018,Washington,DC,38.9047,-77.0163
Watchmen of Israel,Baltimore,Maryland,Black Nationalist,2018,Baltimore,MD,39.3051,-76.6144
America's Promise Ministries,Sandpoint,Idaho,Christian Identity,2018,Sandpoint,ID,48.2832,-116.5613
Christian America Ministries,Greensburg,Louisiana,Christian Identity,2018,Greensburg,LA,30.83,-90.6698
Christian Revival Center,Harrison,Arkansas,Christian Identity,2018,Harrison,AR,36.2437,-93.1197
Christogenea,Panama City,Florida,Christian Identity,2018,Panama City,FL,30.1997,-85.6003
Church of Israel,Schell City,Missouri,Christian Identity,2018,Schell City,MO,38.0192,-94.1167
Covenant People's Ministry,Brooks,Georgia,Christian Identity,2018,Brooks,GA,33.2925,-84.4588
Divine International Church of the Web,Morton,Illinois,Christian Identity,2018,Morton,IL,40.6137,-89.4668
Euro Folk Radio,Chicago,Illinois,Christian Identity,2018,Chicago,IL,41.8373,-87.6861
Fellowship of God's Covenant People,Union,Kentucky,Christian Identity,2018,Union,KY,38.9472,-84.6731
Kingdom Identity Ministries,Harrison,Arkansas,Christian Identity,2018,Harrison,AR,36.2437,-93.1197
Mission to Israel,Scottsbluff,Nebraska,Christian Identity,2018,Scottsbluff,NE,41.8677,-103.6619
Our Place Fellowship,Colville,Washington,Christian Identity,2018,Colville,WA,48.5454,-117.8986
Restored Assembly of Elohim,Bainbridge,Ohio,Christian Identity,2018,Bainbridge,OH,39.2265,-83.2695
Sacred Truth Publishing & Ministries,Mountain City,Tennessee,Christian Identity,2018,Mountain City,TN,36.4695,-81.8049
Scriptures for America Worldwide Ministries,Laporte,Colorado,Christian Identity,2018,Laporte,CO,40.6385,-105.1444
Yahushua Dual Seed Christian Identity Ministry,Livingston,Texas,Christian Identity,2018,Livingston,TX,30.71,-94.9381
American Border Patrol,Sierra Vista,Arizona,Anti-Immigrant,2018,Sierra Vista,AZ,31.563,-110.3153
American Immigration Control Foundation/Americans for Immigration Control,Monterey,Virginia,Anti-Immigrant,2018,Monterey,VA,38.4116,-79.5809
Americans for Legal Immigration (ALIPAC),Raleigh,North Carolina,Anti-Immigrant,2018,Raleigh,NC,35.8323,-78.6439
Californians for Population Stabilization,Santa Barbara,California,Anti-Immigrant,2018,Santa Barbara,CA,34.4285,-119.7202
Center for Immigration Studies,Washington,District of Columbia,Anti-Immigrant,2018,Washington,DC,38.9047,-77.0163
Colorado Alliance for Immigration Reform,Lakewood,Colorado,Anti-Immigrant,2018,Lakewood,CO,39.6978,-105.1168
"Dustin Inman Society, The",Marietta,Georgia,Anti-Immigrant,2018,Marietta,GA,33.9532,-84.5421
Federation for American Immigration Reform,Washington,District of Columbia,Anti-Immigrant,2018,Washington,DC,38.9047,-77.0163
Immigration Reform Law Institute,Washington,District of Columbia,Anti-Immigrant,2018,Washington,DC,38.9047,-77.0163
Legal Immigrants for America,Winter Springs,Florida,Anti-Immigrant,2018,Winter Springs,FL,28.689,-81.2708
Mountain Minutemen,Tecate,California,Anti-Immigrant,2018,Tecate,CA,32.5773,-116.6275
Oregonians for Immigration Reform,Salem,Oregon,Anti-Immigrant,2018,Salem,OR,44.9232,-123.0245
ProEnglish,Arlington,Virginia,Anti-Immigrant,2018,Arlington,VA,38.8786,-77.1011
"Remembrance Project, The",Pleasanton,Texas,Anti-Immigrant,2018,Pleasanton,TX,28.9643,-98.4957
Respect Washington,Seattle,Washington,Anti-Immigrant,2018,Seattle,WA,47.6211,-122.3244
San Diegans for Secure Borders,San Diego,California,Anti-Immigrant,2018,San Diego,CA,32.8312,-117.1226
Texans for Immigration Reduction and Enforcement,Houston,Texas,Anti-Immigrant,2018,Houston,TX,29.7868,-95.3905
American Defense Records,Pittsburgh,Pennsylvania,Hate Music,2018,Pittsburgh,PA,40.4396,-79.9763
BeaSSt Productions,Greensboro,North Carolina,Hate Music,2018,Greensboro,NC,36.0956,-79.8269
